Provinsi;Kab Kota;Kecamatan;Desa;Tanggal;Waktu;Satelit;Confidence;Latitude;Longitude;TN;TX;TAVG;RR;FF_AVG;;;
Kalimantan Utara;NUNUKAN;Sei Menggaris;Samaenre Semaja;17/07/2023;13:08 WIB;NASA-MODIS;Medium;422088.0;11727171.0;Kalimantan;nunukan;25.0;32.2;28.1;0.0;2.0;
Kalimantan Barat;KAPUAS HULU;;Area Tidak Terdefinisi;18/07/2023;13:37 WIB;NASA-NOAA20;High;0.49491;11208533.0;Kalimantan;kapuas hulu;23.5;35.8;28.9;;1.0;347.0
Kalimantan Barat;KAPUAS HULU;Silat Hulu;Belimbing;18/07/2023;13:37 WIB;NASA-NOAA20;High;0.25896;11209677.0;Kalimantan;kapuas hulu;23.5;35.8;28.9;;1.0;347.0
Kalimantan Barat;SINTANG;Ketungau Hilir;Beluh Mulyo;18/07/2023;13:37 WIB;NASA-NOAA20;High;0.4597;11149659.0;Kalimantan;sintang;22.6;33.8;28.0;0.0;2.0;479.0
Kalimantan Barat;SINTANG;Sepauk;Bernayau;18/07/2023;13:37 WIB;NASA-NOAA20;High;-0.37474;11113735.0;Kalimantan;sintang;22.6;33.8;28.0;0.0;2.0;479.0
Kalimantan Barat;SINTANG;Kayan Hilir;Jambu;18/07/2023;13:37 WIB;NASA-NOAA20;High;-0.1493;11195847.0;Kalimantan;sintang;22.6;33.8;28.0;0.0;2.0;479.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Kualan Tengah;18/07/2023;13:37 WIB;NASA-NOAA20;High;-0.4675;11040295.0;Kalimantan;ketapang;24.8;34.2;28.9;0.0;3.0;725.0
Kalimantan Barat;SINTANG;Sepauk;Landau Panjang;18/07/2023;13:37 WIB;NASA-NOAA20;High;-0.28182;11118712.0;Kalimantan;sintang;22.6;33.8;28.0;0.0;2.0;479.0
Kalimantan Barat;KAPUAS HULU;Putussibau Utara;Lauk;18/07/2023;13:37 WIB;NASA-NOAA20;High;111083.0;11265839.0;Kalimantan;kapuas hulu;23.5;35.8;28.9;;1.0;347.0
Kalimantan Barat;SINTANG;Kayan Hulu;Nanga Abai;18/07/2023;13:37 WIB;NASA-NOAA20;High;-0.0772;11226425.0;Kalimantan;sintang;22.6;33.8;28.0;0.0;2.0;479.0
Kalimantan Barat;KETAPANG;Nanga Tayap;Pangkalan Teluk;18/07/2023;13:46 WIB;NASA-MODIS;High;-139111.0;11044575.0;Kalimantan;ketapang;24.8;34.2;28.9;0.0;3.0;725.0
Kalimantan Barat;KAPUAS HULU;Silat Hilir;Rumbih;18/07/2023;13:37 WIB;NASA-NOAA20;High;0.24534;11196954.0;Kalimantan;kapuas hulu;23.5;35.8;28.9;;1.0;347.0
Kalimantan Barat;SINTANG;Kelam Permai;Sepan Lebang;18/07/2023;13:37 WIB;NASA-NOAA20;High;0.18558;11182127.0;Kalimantan;sintang;22.6;33.8;28.0;0.0;2.0;479.0
Kalimantan Barat;SAMBAS;Teluk Keramat;Sungai Kumpai;18/07/2023;13:46 WIB;NASA-MODIS;High;144778.0;10914664.0;Kalimantan;sambas;24.8;33.6;29.1;0.0;1.0;99.0
Kalimantan Barat;SINTANG;Kayan Hilir;Sungai Sintang;18/07/2023;13:37 WIB;NASA-NOAA20;High;0.11198;11206994.0;Kalimantan;sintang;22.6;33.8;28.0;0.0;2.0;479.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Pesaguan Kanan;19/07/2023;21:44 WIB;NASA-MODIS;High;-201071.0;11017554.0;Kalimantan;ketapang;25.0;34.2;28.8;0.0;4.0;725.0
Kalimantan Barat;MELAWI;Ella Hilir;Sungai Mentoba;19/07/2023;12:53 WIB;NASA-MODIS;High;-0.29378;11209573.0;Kalimantan;melawi;23.4;34.3;29.1;0.0;2.0;269.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Nanjung;24/07/2023;21:52 WIB;NASA-MODIS;High;-213764.0;11012641.0;Kalimantan;ketapang;24.8;32.8;28.3;0.0;3.0;725.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Sungaibulan;26/07/2023;21:37 WIB;NASA-MODIS;High;-0.31816;10946907.0;Kalimantan;kubu raya;23.4;34.0;28.1;0.0;3.0;152.0
Kalimantan Barat;SINTANG;Ketungau Hilir;Air Nyuruk;27/07/2023;13:31 WIB;NASA-MODIS;High;0.55839;11155903.0;Kalimantan;sintang;22.4;33.4;27.6;0.0;2.0;479.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Balai Pinang;27/07/2023;12:27 WIB;NASA-NOAA20;High;-0.53383;11040897.0;Kalimantan;ketapang;24.0;32.6;28.5;0.0;3.0;725.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Balai Pinang Hulu;27/07/2023;13:31 WIB;NASA-MODIS;High;-0.57187;11042796.0;Kalimantan;ketapang;24.0;32.6;28.5;0.0;3.0;725.0
Kalimantan Barat;KAPUAS HULU;Seberuang;Bati;27/07/2023;12:27 WIB;NASA-NOAA20;High;0.4101;11206928.0;Kalimantan;kapuas hulu;23.9;35.1;29.2;;0.0;347.0
Kalimantan Barat;SINTANG;Ketungau Hilir;Betung Permai;27/07/2023;13:31 WIB;NASA-MODIS;High;0.48033;11139979.0;Kalimantan;sintang;22.4;33.4;27.6;0.0;2.0;479.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Botuh Bosi;27/07/2023;13:31 WIB;NASA-MODIS;High;-0.51203;11033752.0;Kalimantan;ketapang;24.0;32.6;28.5;0.0;3.0;725.0
Kalimantan Barat;KAPUAS HULU;Silat Hulu;Dangkan Kota;27/07/2023;13:31 WIB;NASA-MODIS;High;0.21905;1120276.0;Kalimantan;kapuas hulu;23.9;35.1;29.2;;0.0;347.0
Kalimantan Barat;KAPUAS HULU;Seberuang;Emperiang;27/07/2023;13:31 WIB;NASA-MODIS;High;0.46496;11205227.0;Kalimantan;kapuas hulu;23.9;35.1;29.2;;0.0;347.0
Kalimantan Barat;KAPUAS HULU;Bika;Jelemuk;27/07/2023;13:31 WIB;NASA-MODIS;High;0.77625;11278428.0;Kalimantan;kapuas hulu;23.9;35.1;29.2;;0.0;347.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Kenanga;27/07/2023;13:31 WIB;NASA-MODIS;High;-0.66627;11054495.0;Kalimantan;ketapang;24.0;32.6;28.5;0.0;3.0;725.0
Kalimantan Barat;MELAWI;Tanah Pinoh;Keranjik;27/07/2023;13:31 WIB;NASA-MODIS;High;-0.85144;11156277.0;Kalimantan;melawi;23.6;33.2;28.2;0.0;2.0;269.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Kualan Hilir;27/07/2023;13:31 WIB;NASA-MODIS;High;-0.66441;11030282.0;Kalimantan;ketapang;24.0;32.6;28.5;0.0;3.0;725.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Kualan Hulu;27/07/2023;13:31 WIB;NASA-MODIS;High;-0.5539;11055287.0;Kalimantan;ketapang;24.0;32.6;28.5;0.0;3.0;725.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Kualan Tengah;27/07/2023;12:27 WIB;NASA-NOAA20;High;-0.46538;11039867.0;Kalimantan;ketapang;24.0;32.6;28.5;0.0;3.0;725.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Kubu Berangan;27/07/2023;13:31 WIB;NASA-MODIS;High;0.84098;11141109.0;Kalimantan;sintang;22.4;33.4;27.6;0.0;2.0;479.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Labai Hilir;27/07/2023;13:31 WIB;NASA-MODIS;High;-0.48967;10998483.0;Kalimantan;ketapang;24.0;32.6;28.5;0.0;3.0;725.0
Kalimantan Barat;MELAWI;Sayan;Landau Sandak;27/07/2023;13:31 WIB;NASA-MODIS;High;-0.8364;11166733.0;Kalimantan;melawi;23.6;33.2;28.2;0.0;2.0;269.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Legong;27/07/2023;13:31 WIB;NASA-MODIS;High;-0.57092;11057112.0;Kalimantan;ketapang;24.0;32.6;28.5;0.0;3.0;725.0
Kalimantan Barat;KETAPANG;Sungai Laur;Mekar Harapan;27/07/2023;13:31 WIB;NASA-MODIS;High;-10458.0;11040652.0;Kalimantan;ketapang;24.0;32.6;28.5;0.0;3.0;725.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Merawa;27/07/2023;13:31 WIB;NASA-MODIS;High;-0.5208;11046587.0;Kalimantan;ketapang;24.0;32.6;28.5;0.0;3.0;725.0
Kalimantan Barat;KAPUAS HULU;Putussibau Utara;Nanga Awin;27/07/2023;13:31 WIB;NASA-MODIS;High;0.95473;11288641.0;Kalimantan;kapuas hulu;23.9;35.1;29.2;;0.0;347.0
Kalimantan Barat;MELAWI;Ella Hilir;Nanga Nuak;27/07/2023;13:31 WIB;NASA-MODIS;High;-0.40303;1121203.0;Kalimantan;melawi;23.6;33.2;28.2;0.0;2.0;269.0
Kalimantan Barat;KAPUAS HULU;Putussibau Utara;Nanga Nyabau;27/07/2023;13:31 WIB;NASA-MODIS;High;101494.0;11274332.0;Kalimantan;kapuas hulu;23.9;35.1;29.2;;0.0;347.0
Kalimantan Barat;KAPUAS HULU;Seberuang;Nanga Pala;27/07/2023;13:31 WIB;NASA-MODIS;High;0.40938;11193612.0;Kalimantan;kapuas hulu;23.9;35.1;29.2;;0.0;347.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Panggi Ruguk;27/07/2023;13:31 WIB;NASA-MODIS;High;0.64328;11138335.0;Kalimantan;sintang;22.4;33.4;27.6;0.0;2.0;479.0
Kalimantan Barat;KUBU RAYA;Rasau Jaya;Pematang Tujuh;27/07/2023;13:31 WIB;NASA-MODIS;High;-0.19111;10931031.0;Kalimantan;kubu raya;23.6;34.0;27.5;0.0;4.0;152.0
Kalimantan Barat;MELAWI;Belimbing Hulu;Piawas;27/07/2023;13:31 WIB;NASA-MODIS;High;-0.43479;11150669.0;Kalimantan;melawi;23.6;33.2;28.2;0.0;2.0;269.0
Kalimantan Barat;KUBU RAYA;Sungai Kakap;Pungur Kecil;27/07/2023;13:31 WIB;NASA-MODIS;High;-0.11525;10932002.0;Kalimantan;kubu raya;23.6;34.0;27.5;0.0;4.0;152.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Radin Jaya;27/07/2023;13:31 WIB;NASA-MODIS;High;0.83416;11156055.0;Kalimantan;sintang;22.4;33.4;27.6;0.0;2.0;479.0
Kalimantan Barat;SINTANG;Tempunak;Riam Batu;27/07/2023;13:31 WIB;NASA-MODIS;High;-0.38284;1112907.0;Kalimantan;sintang;22.4;33.4;27.6;0.0;2.0;479.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Riam Dadap;27/07/2023;13:31 WIB;NASA-MODIS;High;-120724.0;110816.0;Kalimantan;ketapang;24.0;32.6;28.5;0.0;3.0;725.0
Kalimantan Barat;KAPUAS HULU;Silat Hilir;Seberu;27/07/2023;13:31 WIB;NASA-MODIS;High;0.28461;11194601.0;Kalimantan;kapuas hulu;23.9;35.1;29.2;;0.0;347.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Sekukun;27/07/2023;12:27 WIB;NASA-NOAA20;High;-126487.0;11083016.0;Kalimantan;ketapang;24.0;32.6;28.5;0.0;3.0;725.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Semandang Hulu;27/07/2023;13:31 WIB;NASA-MODIS;High;-0.61067;11048573.0;Kalimantan;ketapang;24.0;32.6;28.5;0.0;3.0;725.0
Kalimantan Barat;KETAPANG;Simpang Dua;Semandang Kanan;27/07/2023;13:31 WIB;NASA-MODIS;High;-0.7354;11038219.0;Kalimantan;ketapang;24.0;32.6;28.5;0.0;3.0;725.0
Kalimantan Barat;KETAPANG;Jelai Hulu;Semantun;27/07/2023;12:27 WIB;NASA-NOAA20;High;-209685.0;11097465.0;Kalimantan;ketapang;24.0;32.6;28.5;0.0;3.0;725.0
Kalimantan Barat;MELAWI;Pinoh Utara;Senibung;27/07/2023;13:31 WIB;NASA-MODIS;High;-0.21904;11178738.0;Kalimantan;melawi;23.6;33.2;28.2;0.0;2.0;269.0
Kalimantan Barat;KAPUAS HULU;Silat Hilir;Sentabai;27/07/2023;13:31 WIB;NASA-MODIS;High;0.48457;11175646.0;Kalimantan;kapuas hulu;23.9;35.1;29.2;;0.0;347.0
Kalimantan Barat;KAPUAS HULU;Batang Lupar;Sungai Ajung;27/07/2023;13:31 WIB;NASA-MODIS;High;102422.0;11237379.0;Kalimantan;kapuas hulu;23.9;35.1;29.2;;0.0;347.0
Kalimantan Barat;SINTANG;Ketungau Hulu;Sungai Kelik;27/07/2023;13:31 WIB;NASA-MODIS;High;101103.0;11119192.0;Kalimantan;sintang;22.4;33.4;27.6;0.0;2.0;479.0
Kalimantan Barat;KAPUAS HULU;Putussibau Utara;Sungai Uluk Palin;27/07/2023;13:31 WIB;NASA-MODIS;High;105334.0;11279596.0;Kalimantan;kapuas hulu;23.9;35.1;29.2;;0.0;347.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Sungaibulan;27/07/2023;01:11 WIB;NASA-MODIS;High;-0.32045;10947803.0;Kalimantan;kubu raya;23.6;34.0;27.5;0.0;4.0;152.0
Kalimantan Barat;MELAWI;Belimbing;Tekaban;27/07/2023;13:31 WIB;NASA-MODIS;High;-0.35864;11158643.0;Kalimantan;melawi;23.6;33.2;28.2;0.0;2.0;269.0
Kalimantan Barat;KUBU RAYA;Batu Ampar;Teluknibung;27/07/2023;12:27 WIB;NASA-NOAA20;High;-0.82063;10942406.0;Kalimantan;kubu raya;23.6;34.0;27.5;0.0;4.0;152.0
Kalimantan Barat;SAMBAS;Paloh;Temajuk;27/07/2023;13:31 WIB;NASA-MODIS;High;193795.0;10943955.0;Kalimantan;sambas;24.4;34.5;28.7;0.0;2.0;99.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Wana Bhakti;27/07/2023;13:31 WIB;NASA-MODIS;High;0.83274;11155074.0;Kalimantan;sintang;22.4;33.4;27.6;0.0;2.0;479.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Kenanga;28/07/2023;13:50 WIB;NASA-NOAA20;High;-0.67321;11054777.0;Kalimantan;ketapang;23.3;33.4;27.8;0.0;4.0;725.0
Kalimantan Barat;SINTANG;Tempunak;Kuala Tiga;28/07/2023;13:50 WIB;NASA-NOAA20;High;-0.25409;11129333.0;Kalimantan;sintang;22.6;32.2;27.4;0.0;2.0;479.0
Kalimantan Barat;KAPUAS HULU;Silat Hilir;Penai;28/07/2023;12:10 WIB;NASA-NOAA20;High;0.36617;11166899.0;Kalimantan;kapuas hulu;24.2;;;;1.0;347.0
Kalimantan Barat;KAPUAS HULU;Badau;Badau;29/07/2023;13:16 WIB;NASA-MODIS;High;10511.0;11189149.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Bakti Senabung;29/07/2023;13:16 WIB;NASA-MODIS;High;0.53946;11134191.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0;479.0
Kalimantan Barat;KAPUAS HULU;Putussibau Utara;Banua Tanga;29/07/2023;13:16 WIB;NASA-MODIS;High;108715.0;11270751.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;KAPUAS HULU;Seberuang;Bati;29/07/2023;13:16 WIB;NASA-MODIS;High;0.41312;11206445.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;SINTANG;Ketungau Hilir;Batu Nyadi;29/07/2023;13:16 WIB;NASA-MODIS;High;0.54291;11143163.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0;479.0
Kalimantan Barat;SINTANG;Serawai;Bedaha;29/07/2023;13:16 WIB;NASA-MODIS;High;-0.30774;11249664.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0;479.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Begelang Jaya;29/07/2023;13:16 WIB;NASA-MODIS;High;0.61469;1112951.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0;479.0
Kalimantan Barat;MELAWI;Menukung;Belaban Ella;29/07/2023;13:16 WIB;NASA-MODIS;High;-0.52651;1121926.0;Kalimantan;melawi;22.5;33.8;27.0;;2.0;269.0
Kalimantan Barat;MELAWI;Ella Hilir;Bemban Permai;29/07/2023;13:16 WIB;NASA-MODIS;High;-0.56913;11202638.0;Kalimantan;melawi;22.5;33.8;27.0;;2.0;269.0
Kalimantan Barat;KAPUAS HULU;Putussibau Selatan;Beringin Jaya;29/07/2023;13:16 WIB;NASA-MODIS;High;0.76063;11325024.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Botuh Bosi;29/07/2023;13:16 WIB;NASA-MODIS;High;-0.50626;11033145.0;Kalimantan;ketapang;23.7;33.6;28.3;0.0;4.0;725.0
Kalimantan Barat;SINTANG;Ketungau Hilir;Bukit Sidin Permai;29/07/2023;13:16 WIB;NASA-MODIS;High;0.6116;11153499.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0;479.0
Kalimantan Barat;SINTANG;Kayan Hulu;Buluh Merindu;29/07/2023;13:16 WIB;NASA-MODIS;High;-0.0397;11212333.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0;479.0
Kalimantan Barat;SINTANG;Ambalau;Buntut Purun;29/07/2023;13:16 WIB;NASA-MODIS;High;-0.29591;11302432.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0;479.0
Kalimantan Barat;KAPUAS HULU;Silat Hulu;Dangkan Kota;29/07/2023;13:31 WIB;NASA-NOAA20;High;0.24245;11198464.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;KAPUAS HULU;Putussibau Utara;Datah Dian;29/07/2023;13:16 WIB;NASA-MODIS;High;0.94452;11318427.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;KETAPANG;Sandai;Demit;29/07/2023;13:16 WIB;NASA-MODIS;High;-116718.0;11064395.0;Kalimantan;ketapang;23.7;33.6;28.3;0.0;4.0;725.0
Kalimantan Barat;MELAWI;Tanah Pinoh Barat;Durian Jaya;29/07/2023;13:16 WIB;NASA-MODIS;High;-0.83924;11143034.0;Kalimantan;melawi;22.5;33.8;27.0;;2.0;269.0
Kalimantan Barat;KETAPANG;Air Upas;Gahang;29/07/2023;13:16 WIB;NASA-MODIS;High;-23472.0;11075282.0;Kalimantan;ketapang;23.7;33.6;28.3;0.0;4.0;725.0
Kalimantan Barat;MELAWI;Ella Hilir;Jabai;29/07/2023;13:31 WIB;NASA-NOAA20;High;-0.66954;1120261.0;Kalimantan;melawi;22.5;33.8;27.0;;2.0;269.0
Kalimantan Barat;SINTANG;Ketungau Hilir;Jentawang Hilir;29/07/2023;13:31 WIB;NASA-NOAA20;High;0.42883;11170186.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0;479.0
Kalimantan Barat;MELAWI;Belimbing Hulu;Kayu Bunga;29/07/2023;13:16 WIB;NASA-MODIS;High;-0.52897;11152978.0;Kalimantan;melawi;22.5;33.8;27.0;;2.0;269.0
Kalimantan Barat;MELAWI;Tanah Pinoh Barat;Keluas Hulu;29/07/2023;13:16 WIB;NASA-MODIS;High;-0.70583;11134762.0;Kalimantan;melawi;22.5;33.8;27.0;;2.0;269.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Kenanga;29/07/2023;13:16 WIB;NASA-MODIS;High;-0.67209;1105303.0;Kalimantan;ketapang;23.7;33.6;28.3;0.0;4.0;725.0
Kalimantan Barat;KAPUAS HULU;Mentebah;Kepala Gurung;29/07/2023;13:16 WIB;NASA-MODIS;High;0.49413;11294586.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;MELAWI;Ella Hilir;Kerangan Kora;29/07/2023;13:31 WIB;NASA-NOAA20;High;-0.67237;11207578.0;Kalimantan;melawi;22.5;33.8;27.0;;2.0;269.0
Kalimantan Barat;KAPUAS HULU;Suhaid;Kerengas;29/07/2023;13:16 WIB;NASA-MODIS;High;0.48858;1120724.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Kualan Tengah;29/07/2023;13:16 WIB;NASA-MODIS;High;-0.35477;11046086.0;Kalimantan;ketapang;23.7;33.6;28.3;0.0;4.0;725.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Kubu Berangan;29/07/2023;13:16 WIB;NASA-MODIS;High;0.76601;11133135.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0;479.0
Kalimantan Barat;KAPUAS HULU;Empanang;Kumang Jaya;29/07/2023;13:31 WIB;NASA-NOAA20;High;0.89498;11175037.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;MELAWI;Tanah Pinoh Barat;Laja;29/07/2023;13:16 WIB;NASA-MODIS;High;-0.70346;11142978.0;Kalimantan;melawi;22.5;33.8;27.0;;2.0;269.0
Kalimantan Barat;MELAWI;Sayan;Landau Sandak;29/07/2023;13:31 WIB;NASA-NOAA20;High;-0.82657;11167587.0;Kalimantan;melawi;22.5;33.8;27.0;;2.0;269.0
Kalimantan Barat;KAPUAS HULU;Silat Hulu;Lebak Najah;29/07/2023;13:31 WIB;NASA-NOAA20;High;0.24787;11201904.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Legong;29/07/2023;13:16 WIB;NASA-MODIS;High;-0.58481;11050089.0;Kalimantan;ketapang;23.7;33.6;28.3;0.0;4.0;725.0
Kalimantan Barat;SINTANG;Kayan Hilir;Lengkong Bindu;29/07/2023;13:31 WIB;NASA-NOAA20;High;-0.09667;11198184.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0;479.0
Kalimantan Barat;SINTANG;Sepauk;Limau Bakti;29/07/2023;13:16 WIB;NASA-MODIS;High;-0.29595;11109617.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0;479.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Margahayu;29/07/2023;13:16 WIB;NASA-MODIS;High;0.78614;11133845.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0;479.0
Kalimantan Barat;KAPUAS HULU;Batang Lupar;Melemba;29/07/2023;13:16 WIB;NASA-MODIS;High;0.86163;112423.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;SINTANG;Kayan Hilir;Melingkat;29/07/2023;13:16 WIB;NASA-MODIS;High;0.04942;11197007.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0;479.0
Kalimantan Barat;SINTANG;Kayan Hulu;Merah Arai;29/07/2023;13:31 WIB;NASA-NOAA20;High;-0.23113;11225453.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0;479.0
Kalimantan Barat;KAPUAS HULU;Putussibau Utara;Nanga Awin;29/07/2023;13:16 WIB;NASA-MODIS;High;0.94551;1128766.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;KAPUAS HULU;Bunut Hulu;Nanga Dua;29/07/2023;13:31 WIB;NASA-NOAA20;High;0.3591;11283298.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;KAPUAS HULU;Semitau;Nanga Kenepai;29/07/2023;13:31 WIB;NASA-NOAA20;High;0.62666;11193017.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;MELAWI;Sayan;Nanga Kompi;29/07/2023;13:16 WIB;NASA-MODIS;High;-0.85582;11175227.0;Kalimantan;melawi;22.5;33.8;27.0;;2.0;269.0
Kalimantan Barat;KAPUAS HULU;Putussibau Utara;Nanga Nyabau;29/07/2023;13:31 WIB;NASA-NOAA20;High;102776.0;1127058.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;SINTANG;Ambalau;Nanga Pahangan;29/07/2023;13:31 WIB;NASA-NOAA20;High;-0.29426;11305988.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0;479.0
Kalimantan Barat;KAPUAS HULU;Seberuang;Nanga Pala;29/07/2023;13:16 WIB;NASA-MODIS;High;0.41876;11191119.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;KAPUAS HULU;Kalis;Nanga Raun;29/07/2023;13:31 WIB;NASA-NOAA20;High;0.63503;11317292.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;SINTANG;Ambalau;Nanga Sakai;29/07/2023;13:16 WIB;NASA-MODIS;High;-0.21314;11282694.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0;479.0
Kalimantan Barat;MELAWI;Belimbing Hulu;Nanga Tikan;29/07/2023;13:16 WIB;NASA-MODIS;High;-0.44592;11160343.0;Kalimantan;melawi;22.5;33.8;27.0;;2.0;269.0
Kalimantan Barat;SINTANG;Kayan Hulu;Nanga Toran;29/07/2023;13:16 WIB;NASA-MODIS;High;-0.06632;11205653.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0;479.0
Kalimantan Barat;SINTANG;Kayan Hulu;Nanga Ungai;29/07/2023;13:16 WIB;NASA-MODIS;High;-0.08835;11209792.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0;479.0
Kalimantan Barat;MELAWI;Menukung;Nusa Poring;29/07/2023;13:31 WIB;NASA-NOAA20;High;-0.5081;11233947.0;Kalimantan;melawi;22.5;33.8;27.0;;2.0;269.0
Kalimantan Barat;KETAPANG;Manis Mata;Pakit Selaba;29/07/2023;13:16 WIB;NASA-MODIS;High;-221608.0;11102647.0;Kalimantan;ketapang;23.7;33.6;28.3;0.0;4.0;725.0
Kalimantan Barat;SINTANG;Ketungau Hilir;Pampang Dua;29/07/2023;13:31 WIB;NASA-NOAA20;High;0.6121;11154097.0;Kalimantan;sintang;21.3;33.0;27.1;0.0;2.0;479.0
Kalimantan Barat;KAPUAS HULU;Bunut Hulu;Pantas Bersatu;29/07/2023;13:16 WIB;NASA-MODIS;High;0.51201;11261768.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;KAPUAS HULU;Embaloh Hulu;Pulau Manak;29/07/2023;09:38 WIB;NASA-MODIS;High;115031.0;11237434.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;KETAPANG;Sandai;Randau;29/07/2023;13:16 WIB;NASA-MODIS;High;-0.96353;11056817.0;Kalimantan;ketapang;23.7;33.6;28.3;0.0;4.0;725.0
Kalimantan Barat;KAPUAS HULU;Kalis;Rantau Kalis;29/07/2023;13:31 WIB;NASA-NOAA20;High;0.61131;1129751.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;KAPUAS HULU;Silat Hilir;Rumbih;29/07/2023;13:16 WIB;NASA-MODIS;High;0.235;11197886.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;KAPUAS HULU;Silat Hilir;Seberu;29/07/2023;13:16 WIB;NASA-MODIS;High;0.30422;11195361.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;KAPUAS HULU;Badau;Sebindang;29/07/2023;13:16 WIB;NASA-MODIS;High;105245.0;11190078.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Sekukun;29/07/2023;13:16 WIB;NASA-MODIS;High;-126543.0;11081802.0;Kalimantan;ketapang;23.7;33.6;28.3;0.0;4.0;725.0
Kalimantan Barat;KAPUAS HULU;Bunut Hulu;Selaup;29/07/2023;13:16 WIB;NASA-MODIS;High;0.44923;11276134.0;Kalimantan;kapuas hulu;;;;;;347.0
Kalimantan Barat;KAPUAS HULU;Kalis;Semerantau;29/07/2023;13:16 WIB;NASA-MODIS;High;0.68188;11296976.0;Kalimantan;kapuas hulu;;;;;;347.0
